EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,Department_ID,Education_ID,EducationField_ID,EnvironmentSatisfaction_ID,Gender_ID,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,Over18_ID,OverTime_ID,PerformanceRating_ID,RelationshipSatisfaction_ID,StockOptionLevel_ID,WorkLifeBalance_ID,TotalWorkingYears_ID,TrainingTimesLastYear,YearsInCurrentRole_ID,YearsSinceLastPromotion_ID,YearsWithCurrManager_ID,DailyRate,DistanceFromHomeInKm,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,SalarySlab,MonthlyRate,PercentSalaryHike,StandardHours,NumCompaniesWorked
482,15,2,2,1,1,1,1,1,2,2,2,5,1,3,1,1,1,1,3,1,4,3,4,2,2,859,6.4,1,830,98,6162,5k-10k,19124,12,80,1
483,15,2,2,1,2,4,1,3,1,1,2,6,3,2,1,1,1,1,3,4,2,3,1,1,1,117,20.9,1,859,73,4403,Upto 5k,9250,11,80,2
484,15,2,2,1,1,2,2,1,2,4,2,3,1,3,1,1,1,1,3,4,2,3,1,1,1,638,12.9,1,865,91,5175,5k-10k,22162,12,80,5
485,15,2,2,3,1,1,1,2,1,1,1,1,3,2,1,1,1,4,3,1,1,2,1,1,1,300,1.6,1,882,61,2314,Upto 5k,9148,12,80,0
486,15,2,2,2,2,2,1,3,1,1,2,6,2,3,1,1,1,3,3,1,2,3,3,1,1,379,8,1,889,48,6524,5k-10k,8891,14,80,1
487,15,2,1,1,1,4,1,4,1,1,1,1,3,1,1,2,2,1,1,3,1,2,1,1,1,374,40.2,1,911,87,2795,Upto 5k,18016,24,80,1
488,15,2,2,3,1,1,1,1,2,2,1,1,2,3,1,1,2,1,1,1,1,3,1,1,1,1184,1.6,1,951,70,2332,Upto 5k,3974,20,80,6
489,15,2,2,1,1,4,2,1,2,1,2,5,4,3,1,1,1,1,3,2,2,2,3,2,1,498,4.8,1,966,93,6725,5k-10k,13554,12,80,1
490,15,2,2,3,1,4,2,2,2,1,1,1,1,1,1,1,1,4,1,1,2,2,3,2,2,1109,46.7,1,1046,69,4025,Upto 5k,11135,12,80,9
491,15,2,2,3,2,3,1,1,2,1,1,2,4,2,1,1,1,1,4,1,1,3,1,1,1,862,3.2,1,1190,76,2827,Upto 5k,14947,12,80,1
492,15,2,2,2,1,1,5,1,2,2,1,1,2,3,1,1,2,1,3,1,1,2,1,1,1,116,20.9,1,1234,77,2743,Upto 5k,7331,20,80,1
493,15,2,2,2,1,2,1,2,2,1,2,3,1,1,1,2,1,3,1,1,2,2,3,1,2,1316,3.2,1,1235,38,4998,Upto 5k,2338,14,80,4
494,15,2,2,1,2,1,2,1,1,4,2,6,3,3,1,1,1,1,2,2,2,4,3,1,2,604,12.9,1,1304,56,6209,5k-10k,11693,15,80,1
495,15,2,1,1,1,2,1,2,1,1,2,1,1,3,1,1,1,2,3,1,2,3,2,1,1,1089,11.3,1,1309,79,4883,Upto 5k,22845,18,80,1
496,15,2,2,1,2,3,3,1,1,1,2,6,2,3,1,2,1,2,4,4,1,3,1,1,1,499,3.2,1,1396,36,4078,Upto 5k,20497,13,80,0
497,15,2,2,1,2,5,3,2,1,1,2,6,3,3,1,1,1,1,3,4,2,3,1,1,1,601,11.3,1,1446,97,9204,5k-10k,23343,12,80,4
498,15,2,2,1,1,1,2,1,1,1,3,9,3,1,1,1,2,4,1,2,2,5,1,1,1,495,16.1,1,1516,64,11244,10k-15k,21072,25,80,2
499,15,2,2,1,1,2,1,2,2,2,2,3,2,3,1,1,1,2,3,1,4,2,1,1,1,824,8,1,1555,67,5878,5k-10k,15624,12,80,3
500,15,2,2,3,1,4,4,2,1,1,2,3,4,3,1,1,1,4,3,4,2,3,2,1,1,1200,1.6,1,1574,62,4087,Upto 5k,25174,14,80,4
501,15,2,2,1,1,4,5,3,2,4,1,3,3,3,1,1,1,3,2,1,2,3,1,1,1,634,8,1,1607,35,3312,Upto 5k,18783,17,80,3
502,15,2,2,1,1,1,2,2,1,1,2,3,2,2,1,1,1,1,2,4,2,4,2,1,2,977,3.2,1,1671,45,5470,5k-10k,25518,13,80,0
503,15,2,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1259,3.2,1,1692,95,1393,Upto 5k,24852,12,80,1
504,15,2,2,2,1,1,1,4,1,1,1,3,1,3,1,1,1,2,3,4,2,3,1,1,1,585,16.1,1,1720,56,3433,Upto 5k,17360,13,80,6
505,15,2,1,1,2,2,1,4,1,3,2,6,2,1,1,1,1,4,1,1,2,2,1,1,1,964,1.6,1,1734,34,6735,5k-10k,12147,15,80,6
506,15,2,2,1,2,1,1,2,1,3,3,6,1,3,1,1,1,1,3,3,2,2,1,1,1,371,30.6,1,1739,80,9610,5k-10k,3840,13,80,3
507,15,2,2,3,1,4,4,3,1,1,1,3,2,1,1,1,1,4,1,1,4,3,3,1,2,953,8,1,1764,65,2718,Upto 5k,17674,14,80,2
508,15,2,2,2,2,4,3,2,1,1,2,6,3,1,1,1,1,1,1,2,1,2,1,1,1,1318,16.1,1,1853,79,4648,Upto 5k,26075,13,80,8
509,15,2,1,1,2,4,3,1,1,2,2,6,2,1,1,2,1,1,1,4,2,3,1,1,1,414,3.2,1,1862,82,9907,5k-10k,26186,12,80,7
510,15,2,1,2,1,2,1,4,2,4,1,3,1,1,1,2,1,2,1,1,2,2,1,1,1,238,8,1,1939,47,2432,Upto 5k,15318,14,80,3
511,15,2,2,3,1,4,2,1,2,1,2,7,3,2,1,1,1,4,3,1,2,6,1,1,1,1146,24.1,1,1955,34,6667,5k-10k,16542,18,80,5
512,15,2,2,1,1,4,1,2,1,2,2,5,3,1,1,1,2,4,1,1,2,1,1,1,1,1373,8,1,1966,56,9679,5k-10k,10138,24,80,8
513,15,2,2,1,1,4,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,267,46.7,1,2010,49,2837,Upto 5k,15919,13,80,1
514,15,2,2,1,2,4,2,3,1,2,1,2,2,3,1,1,1,4,3,1,1,2,1,1,1,234,1.6,1,2013,68,2269,Upto 5k,18024,14,80,0
515,15,2,2,1,2,4,3,1,2,1,3,6,3,3,1,1,1,1,2,1,4,3,3,1,2,801,1.6,1,2016,48,10422,10k-15k,24032,19,80,1
516,15,2,2,1,1,1,4,2,1,1,1,3,4,1,1,1,1,3,1,1,1,4,1,1,1,529,3.2,1,2038,78,2439,Upto 5k,11288,14,80,1
517,16,2,2,2,1,4,1,2,2,1,1,3,1,3,1,2,1,1,1,1,2,3,3,1,1,1392,4.8,1,5,56,2909,Upto 5k,23159,11,80,1
518,16,2,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,1,2,3,1,1,1,924,3.2,1,39,78,2496,Upto 5k,6670,11,80,4
519,16,2,2,2,2,1,1,1,2,4,2,6,4,3,1,1,1,2,2,1,2,3,1,1,1,1141,1.6,1,52,42,5376,5k-10k,3193,19,80,2
520,16,2,2,2,1,2,1,4,2,1,3,8,3,1,1,2,1,1,1,1,4,1,4,2,3,515,1.6,1,73,98,13458,10k-15k,15146,12,80,1
521,16,2,2,3,2,2,3,1,1,1,2,6,2,3,1,1,1,2,3,2,2,2,3,1,2,750,35.4,1,160,95,6146,5k-10k,15480,13,80,0
522,16,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,2,1,1,1,134,3.2,1,242,90,2500,Upto 5k,10515,14,80,0
523,16,2,2,1,1,1,2,2,2,1,1,3,2,3,1,1,1,3,3,1,2,5,3,1,2,931,22.5,1,252,72,2756,Upto 5k,4673,13,80,1
524,16,2,2,1,1,4,2,1,2,2,1,3,2,3,1,1,2,3,1,1,2,3,1,1,1,147,6.4,1,305,47,2622,Upto 5k,13248,21,80,6
525,16,2,1,1,1,1,2,1,1,1,1,1,3,3,1,2,1,1,3,3,2,2,2,1,1,813,22.5,1,325,58,2436,Upto 5k,22149,13,80,5
526,16,2,1,1,1,2,1,4,2,1,1,1,4,3,1,1,2,2,1,2,4,3,3,1,2,465,3.2,1,328,39,2707,Upto 5k,21509,20,80,7
527,16,2,2,1,1,4,1,1,2,2,1,3,3,3,1,1,1,1,3,4,1,2,1,1,1,832,8,1,338,63,2911,Upto 5k,14776,13,80,1
528,16,2,2,2,1,4,1,2,2,1,3,9,2,3,1,1,1,4,2,1,4,2,2,2,2,553,8,1,428,74,11878,10k-15k,23364,11,80,6
529,16,2,2,2,2,1,3,3,1,2,2,6,3,1,1,1,1,1,1,4,2,6,3,1,1,508,16.1,1,446,46,4682,Upto 5k,4317,14,80,3
530,16,2,1,1,2,1,3,2,2,1,1,2,1,1,1,2,1,4,1,1,1,2,1,1,1,350,8,1,485,34,2851,Upto 5k,9150,13,80,1
531,16,2,1,1,1,3,2,3,1,1,3,9,1,3,1,2,1,3,1,2,4,2,2,2,2,1277,24.1,1,582,56,13610,10k-15k,24619,12,80,7
532,16,2,1,1,1,3,2,4,1,3,1,1,3,2,1,1,1,2,4,1,2,2,1,1,1,587,16.1,1,584,38,3408,Upto 5k,6705,13,80,7
533,16,2,2,1,1,5,2,4,2,4,4,8,1,2,1,1,1,1,3,1,2,2,1,1,1,922,1.6,1,612,95,16184,15k+,22578,19,80,4
534,16,2,2,1,2,4,3,1,1,1,2,6,1,2,1,1,1,3,1,1,2,3,1,1,1,1216,12.9,1,677,39,7104,5k-10k,20431,12,80,0
535,16,2,2,2,1,1,1,1,1,1,2,7,3,2,1,1,2,1,3,3,4,2,4,1,2,1296,9.7,1,692,30,7725,5k-10k,5335,23,80,3
536,16,2,1,2,1,1,1,4,1,1,1,3,4,1,1,2,1,2,1,1,2,3,3,2,2,1076,4.8,1,702,70,3348,Upto 5k,3164,11,80,1
537,16,2,1,1,1,4,5,2,1,1,1,3,3,1,1,2,1,1,1,4,2,2,3,2,2,527,1.6,1,780,63,2686,Upto 5k,5207,13,80,1
538,16,2,2,1,1,1,2,1,1,1,3,8,1,3,1,1,1,3,1,2,4,3,3,1,2,213,11.3,1,817,49,11691,10k-15k,25995,11,80,0
539,16,2,1,1,2,1,3,4,2,1,2,6,4,1,1,1,1,1,1,1,2,3,1,1,1,118,25.7,1,819,69,5324,5k-10k,26507,15,80,5
540,16,2,2,1,2,1,2,4,1,4,2,6,4,2,1,1,2,2,3,1,2,5,3,1,2,586,1.6,1,855,48,4037,Upto 5k,21816,22,80,1
541,16,2,2,1,3,2,6,2,1,1,1,4,2,2,1,2,1,1,3,2,2,4,1,1,1,1075,4.8,1,910,57,2277,Upto 5k,22650,11,80,3
542,16,2,2,1,1,4,5,1,1,2,1,3,4,1,1,2,1,4,1,1,2,1,1,1,1,1198,1.6,1,939,100,2799,Upto 5k,3339,11,80,3
543,16,2,2,1,1,1,1,3,2,2,2,7,3,1,1,1,1,2,1,1,2,3,1,1,1,1069,1.6,1,969,42,6949,5k-10k,12291,14,80,0
544,16,2,2,3,2,1,1,2,1,1,4,9,1,1,1,1,1,3,1,1,2,2,3,2,1,722,27.4,1,992,38,17444,15k+,20489,11,80,1
545,16,2,2,1,1,3,1,3,2,1,1,3,3,1,1,1,1,2,1,1,1,4,1,1,1,461,20.9,1,995,53,3452,Upto 5k,17241,18,80,3
546,16,2,2,2,1,4,5,1,2,4,2,7,2,3,1,2,1,2,3,1,2,2,2,1,1,827,1.6,1,998,84,5488,5k-10k,20161,13,80,1
547,16,2,2,3,2,3,1,3,2,2,1,2,3,1,1,1,1,3,1,4,1,2,1,1,1,1038,12.9,1,1044,88,2342,Upto 5k,21437,19,80,0
548,16,2,2,1,1,1,1,2,1,2,3,7,3,2,1,1,1,1,3,1,2,2,1,1,1,654,8,1,1099,34,7119,5k-10k,21214,15,80,4
549,16,2,1,2,1,4,2,4,2,2,2,3,1,1,1,1,2,4,1,1,4,4,3,1,2,827,46.7,1,1101,54,4508,Upto 5k,3129,22,80,1
550,16,2,1,1,1,1,2,4,1,2,1,3,2,1,1,2,2,4,1,1,1,0,1,1,1,1017,40.2,1,1108,55,2313,Upto 5k,2993,20,80,4
551,16,2,2,2,2,1,1,2,2,1,2,6,2,3,1,1,1,1,3,1,1,3,1,1,1,970,11.3,1,1114,30,4302,Upto 5k,13401,17,80,0
552,16,2,1,1,2,4,3,4,2,1,2,6,4,1,1,2,1,2,1,1,2,3,1,1,1,603,14.5,1,1157,77,8224,5k-10k,18385,17,80,0
553,16,2,2,1,3,1,6,3,1,1,1,4,1,3,1,1,1,3,3,1,1,2,2,1,1,147,3.2,1,1207,99,3600,Upto 5k,8429,13,80,1
554,16,2,2,2,2,1,2,3,2,1,2,6,1,3,1,1,1,2,3,4,2,3,3,1,1,1146,40.2,1,1220,82,4539,Upto 5k,4905,12,80,1
555,16,2,2,1,1,1,2,4,1,1,1,3,3,3,1,1,1,4,3,1,4,5,3,1,2,117,14.5,1,1238,60,2781,Upto 5k,6311,13,80,0
556,16,2,2,1,2,5,3,2,1,4,3,6,1,2,1,2,1,3,2,1,2,3,3,1,2,536,16.1,1,1268,82,8380,5k-10k,21708,14,80,0
557,16,2,2,2,2,3,1,3,1,1,2,6,3,3,1,1,1,2,1,2,2,2,2,1,1,1111,8,1,1395,61,9998,5k-10k,19293,13,80,6
558,16,2,2,2,2,1,2,2,1,1,2,6,4,3,1,1,1,2,2,1,1,2,1,1,1,430,11.3,1,1477,54,4373,Upto 5k,17456,14,80,0
559,16,2,2,1,1,4,2,4,2,2,1,1,2,3,1,1,1,3,1,1,2,5,2,1,1,1099,6.4,1,1502,82,3838,Upto 5k,8192,11,80,8
560,16,2,2,1,1,5,1,2,1,1,2,7,1,1,1,2,1,2,1,1,4,6,1,1,1,516,12.9,1,1515,69,6388,5k-10k,22049,17,80,2
561,16,2,2,1,1,1,1,2,1,2,2,5,2,1,1,1,1,3,1,1,1,2,1,1,1,575,40.2,1,1545,44,4320,Upto 5k,24152,13,80,1
562,16,2,2,1,1,4,1,3,1,1,2,1,1,3,1,2,1,4,3,1,4,3,4,1,2,589,45.1,1,1549,79,5207,5k-10k,22949,12,80,1
563,16,2,2,1,2,4,1,4,1,1,2,6,4,3,1,1,1,3,3,3,2,6,1,1,1,1242,12.9,1,1560,46,6392,5k-10k,10589,13,80,2
564,16,2,2,1,2,4,2,2,1,1,2,6,3,2,1,1,1,1,2,1,2,5,1,1,1,392,3.2,1,1670,93,5505,5k-10k,3921,14,80,1
565,16,2,2,3,2,1,1,1,2,1,2,6,3,2,1,2,2,1,3,1,2,2,2,1,1,530,25.7,1,1681,36,5368,5k-10k,16130,25,80,1
566,16,2,2,1,1,1,2,3,1,4,1,1,2,3,1,1,1,3,4,1,4,6,4,1,3,267,33.8,1,1698,79,2028,Upto 5k,13637,18,80,1
567,16,2,2,3,2,1,3,2,2,1,2,6,2,1,1,1,1,3,1,4,4,2,3,1,2,1283,3.2,1,1756,62,5147,5k-10k,10697,15,80,8
568,16,2,1,1,2,1,1,4,2,1,3,6,4,1,1,2,2,1,1,4,4,2,1,1,1,211,25.7,1,1758,74,8564,5k-10k,10092,20,80,2
569,16,2,2,3,1,1,4,2,1,1,2,3,2,2,1,1,1,3,2,4,4,2,3,1,2,775,6.4,1,1771,90,3055,Upto 5k,6194,15,80,5
570,16,2,2,1,1,4,1,2,1,4,1,3,4,3,1,1,1,4,3,1,4,1,3,2,2,867,12.9,1,1798,90,3143,Upto 5k,6076,19,80,6
571,16,2,2,1,2,4,3,3,1,1,2,6,1,1,1,1,1,4,1,4,2,2,2,1,2,217,16.1,1,1924,43,5487,5k-10k,10410,14,80,1
572,16,2,2,2,1,2,1,2,1,1,2,7,1,2,1,1,2,1,4,1,2,2,3,1,2,1303,11.3,1,1970,36,5968,5k-10k,18079,20,80,1
573,16,2,2,3,1,2,2,3,1,2,1,1,1,2,1,1,1,1,4,4,1,2,1,1,1,1313,1.6,1,1994,59,2008,Upto 5k,20439,12,80,1
574,16,2,2,1,1,2,2,3,2,1,2,7,3,3,1,2,1,2,3,1,2,6,3,2,1,501,24.1,1,2009,95,4878,Upto 5k,21653,13,80,0
575,17,2,2,1,1,2,2,3,1,1,1,1,3,2,1,1,1,1,3,1,1,2,1,1,1,1346,30.6,1,18,93,2661,Upto 5k,8758,11,80,0
576,17,2,2,1,1,4,1,4,2,1,3,8,2,1,1,1,1,1,1,1,4,4,2,1,1,419,11.3,1,28,53,11994,10k-15k,21293,11,80,0
577,17,2,1,1,1,3,2,3,1,1,1,3,4,1,1,1,1,1,1,1,2,2,1,1,1,699,9.7,1,31,83,2960,Upto 5k,17102,11,80,2
578,17,2,2,3,2,4,3,3,1,1,2,6,1,1,1,1,2,1,1,1,2,2,2,2,2,1065,37,1,60,72,4568,Upto 5k,10034,20,80,0
579,17,2,2,1,1,2,2,4,1,1,2,5,2,3,1,1,1,1,1,1,1,2,1,1,1,1153,1.6,1,110,94,4325,Upto 5k,17736,15,80,1
580,17,2,2,1,1,4,5,4,2,1,2,3,1,1,1,1,1,1,1,1,5,3,4,1,2,665,9.7,1,138,41,4809,Upto 5k,12482,14,80,1
581,17,2,1,2,1,1,1,4,1,3,2,1,1,1,1,2,2,3,1,1,2,3,3,1,2,658,11.3,1,147,66,6074,5k-10k,22887,24,80,1
582,17,2,2,1,1,4,1,1,2,2,2,3,2,2,1,1,1,1,3,1,4,3,1,1,1,1031,9.7,1,151,45,4505,Upto 5k,15000,15,80,6
583,17,2,2,1,1,1,2,1,2,2,3,9,4,1,1,1,1,3,1,1,4,6,3,1,2,1354,8,1,153,45,11631,10k-15k,5615,12,80,2
584,17,2,2,2,2,4,3,1,2,1,1,2,1,3,1,1,1,3,3,1,2,3,1,1,1,303,3.2,1,216,75,2231,Upto 5k,11314,18,80,6
585,17,2,2,1,1,2,2,2,2,1,1,3,2,1,1,1,1,3,1,1,2,3,1,1,1,629,43.5,1,247,95,2311,Upto 5k,5711,15,80,2
586,17,2,2,2,1,3,1,2,1,2,2,5,1,3,1,1,1,1,1,4,2,2,3,1,2,1069,3.2,1,256,45,9547,5k-10k,14074,17,80,1
587,17,2,2,2,1,4,2,2,1,1,1,3,1,2,1,2,1,3,3,2,1,4,1,1,1,878,16.1,1,277,43,3815,Upto 5k,5972,17,80,1
588,17,2,2,1,1,4,1,2,1,2,2,5,4,3,1,1,1,4,3,1,4,3,3,1,2,470,3.2,1,339,84,5957,5k-10k,23687,13,80,6
589,17,2,1,3,2,1,3,4,1,4,2,6,3,1,1,2,1,4,1,4,2,3,1,1,1,1362,30.6,1,502,67,5304,5k-10k,4652,13,80,8
590,17,2,2,3,2,4,3,1,2,1,2,6,1,3,1,1,1,2,3,1,2,3,1,1,1,1381,6.4,1,523,72,6538,5k-10k,12740,15,80,9
591,17,2,1,2,2,2,3,2,2,3,1,2,1,2,1,1,1,3,3,4,1,3,1,1,1,296,9.7,1,555,33,2351,Upto 5k,12253,16,80,0
592,17,2,2,1,1,4,1,2,1,2,1,3,1,2,1,1,1,1,3,1,4,3,1,1,2,1303,3.2,1,579,62,2768,Upto 5k,8416,12,80,3
593,17,2,1,2,3,1,6,3,2,1,3,4,4,2,1,2,1,1,4,1,4,2,1,1,1,988,37,1,590,43,9950,5k-10k,11533,15,80,9
594,17,2,2,1,2,4,1,2,1,4,2,6,3,1,1,1,1,3,1,1,2,3,3,1,2,258,33.8,1,621,74,5337,5k-10k,19921,12,80,1
595,17,2,2,1,1,2,1,3,1,2,1,3,3,3,1,2,1,3,3,1,2,3,2,1,1,254,1.6,1,649,83,3622,Upto 5k,22794,13,80,1
596,17,2,2,1,2,1,4,1,2,1,1,2,1,2,1,2,1,3,2,1,2,3,1,1,2,204,22.5,1,666,31,2579,Upto 5k,2912,18,80,1
597,17,2,2,1,1,5,1,3,1,1,1,3,3,3,1,1,1,3,3,4,2,4,3,2,2,1397,1.6,1,683,42,2691,Upto 5k,7660,12,80,1
598,17,2,2,1,1,1,2,2,2,2,3,7,2,1,1,1,1,4,1,2,2,3,3,2,2,1442,14.5,1,717,46,8621,5k-10k,17654,14,80,1
599,17,2,2,1,1,2,2,3,2,1,2,7,1,1,1,1,1,3,1,1,2,2,1,1,1,970,12.9,1,757,96,6142,5k-10k,7360,11,80,3
600,17,2,2,1,1,5,1,3,2,1,2,5,4,2,1,1,1,1,3,1,2,3,1,1,1,167,12.9,1,775,32,5121,5k-10k,4187,14,80,3
601,17,2,2,1,2,1,5,2,1,1,2,6,3,1,1,1,2,1,1,1,2,5,2,1,1,304,3.2,1,786,60,6274,5k-10k,18686,22,80,1
602,17,2,2,1,1,4,1,3,2,4,1,3,3,1,1,1,1,1,1,1,2,2,1,1,1,182,1.6,1,797,72,3280,Upto 5k,13551,16,80,2
603,17,2,2,1,1,4,2,1,2,2,1,3,4,1,1,1,1,1,1,1,2,3,2,1,1,121,3.2,1,804,86,4381,Upto 5k,7530,11,80,1
604,17,2,2,1,2,2,1,1,2,1,2,6,4,3,1,1,1,4,3,1,2,1,1,1,1,1111,12.9,1,808,93,6500,5k-10k,13305,17,80,5
605,17,2,2,2,1,4,1,1,2,2,1,3,3,1,1,1,1,1,1,1,2,3,1,1,1,702,25.7,1,838,100,2553,Upto 5k,8306,16,80,1
606,17,2,2,1,3,2,6,1,1,1,1,4,3,3,1,1,1,1,3,3,1,1,1,1,1,829,4.8,1,847,88,3737,Upto 5k,2243,19,80,0
607,17,2,2,1,1,1,1,3,1,1,1,1,2,2,1,1,1,4,2,1,1,3,1,1,1,546,16.1,1,934,83,2008,Upto 5k,6896,14,80,1
608,17,2,2,1,2,4,3,3,1,4,2,6,3,2,1,1,1,3,3,4,5,2,1,1,2,216,1.6,1,1047,75,9725,5k-10k,12278,11,80,0
609,17,2,2,1,2,4,1,1,2,1,1,2,1,3,1,2,1,3,3,1,1,2,1,1,1,1333,16.1,1,1055,87,2220,Upto 5k,18410,19,80,1
610,17,2,2,2,1,3,1,4,1,1,2,7,3,1,1,1,1,1,1,4,2,1,1,1,1,618,4.8,1,1103,45,7756,5k-10k,22266,17,80,0
611,17,2,2,3,1,4,1,1,1,2,1,3,3,3,1,1,1,3,4,1,2,2,1,1,1,697,4.8,1,1115,40,2979,Upto 5k,22478,17,80,3
612,17,2,2,2,1,2,1,2,1,1,2,5,1,1,1,1,1,3,1,4,1,3,1,1,1,1003,3.2,1,1140,95,4033,Upto 5k,15834,11,80,2
613,17,2,2,1,2,3,1,3,2,1,2,6,1,3,1,1,2,2,1,4,2,3,2,1,1,1400,14.5,1,1163,70,5714,5k-10k,5829,20,80,1
614,17,2,2,2,1,1,2,2,1,2,2,7,4,1,1,1,2,1,1,1,4,3,3,1,2,669,1.6,1,1184,97,5343,5k-10k,25755,20,80,0
615,17,2,2,1,1,1,4,1,2,4,1,3,1,3,1,1,1,3,1,4,1,5,1,1,1,1320,32.2,1,1265,89,2585,Upto 5k,21643,17,80,0
616,17,2,2,1,2,1,3,1,2,1,2,6,4,1,1,2,1,3,1,1,1,3,1,1,1,131,3.2,1,1281,86,4538,Upto 5k,6039,12,80,0
617,17,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,4,2,3,1,2,135,30.6,1,1285,46,4444,Upto 5k,22534,13,80,4
618,17,2,2,2,3,1,1,1,1,2,2,4,2,3,1,1,1,3,2,2,4,5,3,1,2,648,17.7,1,1289,56,4490,Upto 5k,21833,11,80,4
619,17,2,2,1,1,1,1,2,1,1,3,7,3,2,1,1,1,3,3,4,2,0,3,1,2,943,14.5,1,1344,86,8500,5k-10k,5494,11,80,0
620,17,2,2,1,2,2,2,1,2,1,2,6,4,1,1,1,1,3,1,2,2,6,3,2,2,507,24.1,1,1356,66,6125,5k-10k,23553,12,80,1
621,17,2,2,3,1,3,4,4,2,2,1,3,1,2,1,1,2,1,4,1,1,2,2,1,1,999,41.8,1,1374,92,2029,Upto 5k,15891,20,80,1
622,17,2,2,1,1,1,2,3,1,1,2,1,1,3,1,1,1,2,2,1,2,1,3,2,2,285,46.7,1,1377,86,5429,5k-10k,17491,13,80,4
623,17,2,2,1,1,4,4,1,2,1,2,7,3,1,1,1,1,3,1,2,4,2,4,1,3,404,3.2,1,1383,98,6687,5k-10k,6163,11,80,1
624,17,2,2,2,1,4,5,2,1,1,1,3,4,2,1,1,1,1,2,1,2,2,1,1,1,560,1.6,1,1431,91,2996,Upto 5k,20284,14,80,5
625,17,2,2,1,1,1,1,2,2,2,1,1,2,3,1,1,1,2,3,4,2,2,2,1,1,401,1.6,1,1447,86,3294,Upto 5k,3708,17,80,5
626,17,2,1,1,3,4,4,4,2,1,1,4,1,3,1,1,1,3,1,1,1,0,1,1,1,1107,14.5,1,1467,52,2742,Upto 5k,3072,15,80,1
627,17,2,2,1,2,1,5,2,1,3,2,6,4,1,1,1,1,3,1,1,4,2,3,1,3,1326,4.8,1,1478,81,4759,Upto 5k,15891,18,80,3
628,17,2,2,2,1,1,2,3,1,1,4,8,4,2,1,1,1,3,2,4,5,3,3,2,2,829,24.1,1,1485,71,17007,15k+,11929,14,80,7
629,17,2,1,1,2,4,2,4,2,2,2,6,2,1,1,2,2,1,1,2,5,2,3,2,2,790,38.6,1,1489,40,4599,Upto 5k,7815,23,80,0
630,17,2,2,1,2,1,4,2,1,2,3,6,1,3,1,2,1,3,1,1,2,3,3,2,2,971,1.6,1,1535,64,7083,5k-10k,12288,14,80,1
631,17,2,2,1,2,2,4,3,1,1,1,2,1,3,1,2,2,4,3,1,4,4,3,1,2,1440,11.3,1,1541,55,2308,Upto 5k,4944,25,80,0
632,17,2,2,1,1,4,2,4,1,1,1,3,3,1,1,1,1,1,1,3,1,4,1,1,1,479,11.3,1,1577,35,2972,Upto 5k,22061,13,80,1
633,17,2,2,1,1,4,1,3,1,1,2,3,3,3,1,1,1,4,3,4,2,3,1,1,1,1351,1.6,1,1580,45,5484,5k-10k,13008,17,80,9
634,17,2,2,2,1,4,4,2,1,2,2,7,1,3,1,1,1,4,3,4,2,3,1,2,2,653,16.1,1,1597,92,5063,5k-10k,15332,14,80,1
635,17,2,2,2,1,4,1,1,1,4,2,5,3,2,1,1,1,2,3,1,2,3,3,2,1,426,16.1,1,1615,42,4724,Upto 5k,17000,13,80,1
636,17,2,2,1,1,1,1,2,2,1,2,3,2,2,1,1,1,1,3,1,4,2,3,2,2,1130,4.8,1,1658,66,5433,5k-10k,19332,12,80,1
637,17,2,2,1,1,2,2,3,1,2,2,1,3,3,1,1,1,1,3,2,4,3,3,1,3,1157,8,1,1696,57,3986,Upto 5k,11912,14,80,1
638,17,2,2,1,1,1,1,3,2,2,1,3,3,3,1,1,1,4,1,1,2,3,3,2,2,678,30.6,1,1701,35,2929,Upto 5k,20338,12,80,1
639,17,2,2,1,1,4,2,2,1,4,1,3,3,3,1,2,1,2,4,1,2,3,1,1,1,181,3.2,1,1755,97,2932,Upto 5k,5586,14,80,0
640,17,2,2,3,2,1,1,2,1,1,2,6,1,2,1,2,1,1,3,1,4,3,4,1,2,1375,16.1,1,1774,87,4001,Upto 5k,12313,14,80,1
641,17,2,2,1,2,2,1,2,2,3,2,6,3,1,1,1,1,2,1,1,2,3,1,1,1,511,4.8,1,1779,32,6029,5k-10k,25353,12,80,5
642,17,2,1,2,1,4,1,2,1,1,2,1,4,3,1,1,1,1,3,4,4,3,1,1,2,234,14.5,1,1807,93,5346,5k-10k,6208,17,80,4
643,17,2,2,1,2,2,4,3,1,4,2,6,1,3,1,1,2,1,2,1,2,5,3,1,2,810,12.9,1,1823,92,6799,5k-10k,22128,21,80,1
644,17,2,2,1,2,1,1,1,1,1,3,6,3,3,1,2,1,3,4,1,2,3,1,1,1,1480,6.4,1,1882,64,9713,5k-10k,24444,13,80,2
